"['荥阳市', '荥阳城区']",梧桐雨,103,10294,"['3室1厅1卫', '低楼层 (共24层)', '100.06㎡', '平层', '73.98㎡', '板塔结合', '南 北', '钢混结构', '其他', '两梯两户', '集中供暖', '有']"
"['高新区', '高新梧桐']",升龙又一城2号院,105,11678,"['2室2厅1卫', '中楼层 (共33层)', '89.92㎡', '平层', '板塔结合', '西南', '钢混结构', '其他', '两梯四户', '集中供暖', '有']"
"['航空港区', '航空港商圈']",万科美景魅力之城幽兰园,82,9180,"['3室1厅1卫', '低楼层 (共23层)', '89.33㎡', '平层', '66.15㎡', '板楼', '南 北', '钢混结构', '精装', '两梯四户', '集中供暖', '有']"
"['郑东新区', '白沙']",郑东名筑,115,10438,"['4室2厅2卫', '中楼层 (共11层)', '110.18㎡', '平层', '塔楼', '南 北', '钢混结构', '简装', '两梯两户', '集中供暖', '有']"
"['郑东新区', '通泰路']",中凯华府,81,19490,"['1室1厅1卫', '中楼层 (共18层)', '41.56㎡', '平层', '31.06㎡', '板塔结合', '北', '钢混结构', '精装', '两梯十六户', '集中供暖', '有']"
"['金水区', '燕庄']",银基王朝,210,18714,"['2室2厅1卫', '高楼层 (共32层)', '112.22㎡', '平层', '板塔结合', '南', '钢混结构', '其他', '两梯四户', '集中供暖', '有']"
"['惠济区', '惠济万达']",天伦庄园三期,210,14668,"['4室2厅2卫', '低楼层 (共25层)', '143.17㎡', '平层', '114.27㎡', '板塔结合', '西 南 北', '钢混结构', '简装', '两梯四户', '集中供暖', '有']"
"['金水区', '沙口路']",飞马雅居,139,12161,"['3室1厅1卫', '中楼层 (共6层)', '114.3㎡', '平层', '104.06㎡', '板楼', '南 北', '砖混结构', '精装', '八梯两户', '自供暖', '有']"
"['中原区', '五龙口']",领创天誉华庭,155,17483,"['3室2厅1卫', '高楼层 (共33层)', '88.66㎡', '平层', '63.92㎡', '板楼', '南 北', '钢混结构', '简装', '两梯四户', '集中供暖', '有']"
"['航空港区', '航空港商圈']",正弘中央公园麓林苑,100,8487,"['3室1厅2卫', '低楼层 (共26层)', '117.84㎡', '平层', '板楼', '南 北', '钢混结构', '其他', '两梯四户', '集中供暖', '有']"
"['荥阳市', '荥阳城区']",河阴北路031号,39,2789,"['3室1厅1卫', '高楼层 (共6层)', '139.88㎡', '平层', '暂无数据', '南', '未知结构', '简装', '一梯两户']"
"['高新区', '高新新郑大']",裕华满园,110,12478,"['3室2厅1卫', '低楼层 (共33层)', '88.16㎡', '平层', '板塔结合', '南', '钢混结构', '毛坯', '两梯五户', '集中供暖', '有']"
"['金水区', '海洋馆']",假日蓝湾,170,14073,"['3室2厅2卫', '中楼层 (共6层)', '120.8㎡', '平层', '板塔结合', '南 北', '钢混结构', '其他', '三梯两户', '集中供暖', '有']"
"['中原区', '中原万达']",中原名邸,55,11939,"['1室1厅1卫', '中楼层 (共29层)', '46.07㎡', '平层', '37.02㎡', '板塔结合', '北', '混合结构', '精装', '三梯十二户', '集中供暖', '有']"
"['中牟县', '中牟城区']",桃源小区,42,5997,"['2室1厅1卫', '高楼层 (共6层)', '70.04㎡', '平层', '板楼', '南 北', '混合结构', '简装', '一梯两户', '集中供暖']"
"['中原区', '五龙口']",金水世纪城,108,13813,"['2室1厅1卫', '低楼层 (共33层)', '78.19㎡', '平层', '板塔结合', '南', '钢混结构', '简装', '两梯四户', '集中供暖', '有']"
"['高新区', '五龙口']",红河瀛园一期东院,105,10143,"['2室1厅1卫', '低楼层 (共17层)', '103.52㎡', '平层', '塔楼', '南 北', '钢混结构', '精装', '两梯四户', '自供暖', '有']"
"['郑东新区', '通泰路']",润城时光里,145,16593,"['2室1厅1卫', '高楼层 (共27层)', '87.39㎡', '平层', '65.14㎡', '塔楼', '南', '钢混结构', '精装', '两梯四户', '集中供暖', '有']"
"['管城回族区', '二七广场']",管城街,70,10209,"['2室1厅1卫', '中楼层 (共7层)', '68.57㎡', '平层', '板楼', '南 北', '混合结构', '其他', '一梯两户', '自供暖']"
"['新郑市', '南龙湖商圈']",康桥原溪里1号院,72,8869,"['2室1厅1卫', '中楼层 (共18层)', '81.19㎡', '平层', '62.58㎡', '板楼', '南', '钢混结构', '其他', '两梯四户', '自供暖', '有']"
"['管城回族区', '世纪欢乐园']",紫云小区,80,12438,"['2室1厅1卫', '高楼层 (共6层)', '64.32㎡', '平层', '56.89㎡', '板楼', '南', '混合结构', '其他', '一梯两户', '自供暖']"
"['荥阳市', '荥阳城区']",政法小区,35,2967,"['3室1厅2卫', '高楼层 (共6层)', '118㎡', '平层', '109.79㎡', '暂无数据', '南 北', '砖混结构', '简装', '一梯两户']"
"['二七区', '万客来']",海豫花园,90,11484,"['2室1厅1卫', '低楼层 (共34层)', '78.37㎡', '平层', '54.22㎡', '塔楼', '东北', '钢混结构', '其他', '五梯十四户', '集中供暖', '有']"
"['金水区', '沙口路']",汉飞金沙国际,130,14194,"['2室2厅1卫', '中楼层 (共28层)', '91.59㎡', '平层', '73.08㎡', '板塔结合', '南', '钢混结构', '精装', '两梯四户', '自供暖', '有']"
"['金水区', '燕庄']",名门盛世公寓,43,10275,"['1室0厅1卫', '中楼层 (共33层)', '41.85㎡', '暂无数据', '28.98㎡', '塔楼', '北', '钢混结构', '简装', '四梯二十六户', '集中供暖', '有']"
"['中原区', '热电厂']",惠众西城一品,140,15830,"['2室1厅1卫', '中楼层 (共31层)', '88.44㎡', '平层', '板塔结合', '南', '钢混结构', '其他', '两梯四户', '集中供暖', '有']"
"['郑东新区', '通泰路']",中凯华府,81,19490,"['1室1厅1卫', '中楼层 (共18层)', '41.56㎡', '平层', '31.06㎡', '板塔结合', '北', '钢混结构', '精装', '两梯十六户', '集中供暖', '有']"
"['金水区', '北站']",北云鹤花园,350,17961,"['4室2厅2卫', '中楼层 (共7层)', '194.87㎡', '暂无数据', '板楼', '南 北', '混合结构', '简装', '一梯两户', '自供暖']"
"['郑东新区', '郑东老街']",运河上郡,376,24545,"['3室2厅2卫', '中楼层 (共14层)', '153.19㎡', '暂无数据', '板塔结合', '南 北', '钢混结构', '精装', '两梯三户', '集中供暖', '有']"
"['郑东新区', '郑州东站']",万科福晟万科誉,40,17826,"['1室1厅1卫', '高楼层 (共32层)', '22.44㎡', '平层', '塔楼', '南', '钢混结构', '精装', '五梯三十六户', '集中供暖', '有', '商水', '商电']"
"['二七区', '市财政局']",升龙城8号院,183,14864,"['3室2厅2卫', '高楼层 (共28层)', '123.12㎡', '暂无数据', '板楼', '南', '钢混结构', '精装', '两梯四户', '集中供暖', '有']"
"['管城回族区', '世纪欢乐园']",美景天城,130,10189,"['3室2厅2卫', '高楼层 (共6层)', '127.6㎡', '暂无数据', '板楼', '南 北', '混合结构', '简装', '十梯两户', '集中供暖', '有']"
"['金水区', '燕庄']",银基王朝,210,18714,"['2室2厅1卫', '高楼层 (共32层)', '112.22㎡', '平层', '板塔结合', '南', '钢混结构', '其他', '两梯四户', '集中供暖', '有']"
"['荥阳市', '荥阳城区']",郑州碧桂园一期柏丽郡,480,14305,"['5室3厅3卫', '低楼层 (共3层)', '335.57㎡', '南 北', '未知结构', '毛坯', '暂无数据']"
"['惠济区', '惠济万达']",天伦庄园三期,210,14668,"['4室2厅2卫', '低楼层 (共25层)', '143.17㎡', '平层', '114.27㎡', '板塔结合', '西 南 北', '钢混结构', '简装', '两梯四户', '集中供暖', '有']"
"['金水区', '燕庄']",绿城水岸名苑,127,15834,"['2室1厅1卫', '高楼层 (共26层)', '80.21㎡', '平层', '67.42㎡', '塔楼', '南', '钢混结构', '其他', '三梯十一户', '集中供暖', '有']"
"['二七区', '兴华南街']",亚星盛世悦都,49,13615,"['1室0厅1卫', '高楼层 (共31层)', '35.99㎡', '暂无数据', '27.9㎡', '板塔结合', '北', '钢混结构', '简装', '两梯七户', '集中供暖', '有']"
"['郑东新区', '白沙']",恒通风景苑,88,6975,"['3室1厅1卫', '中楼层 (共7层)', '126.18㎡', '平层', '暂无数据', '南', '未知结构', '简装', '两梯一户', '有']"
"['金水区', '燕庄']",银基王朝4期东南御,273,18572,"['4室2厅2卫', '低楼层 (共33层)', '147㎡', '暂无数据', '64.04㎡', '板楼', '南 北', '钢混结构', '其他', '两梯六户', '集中供暖', '有']"
"['高新区', '五龙口']",通和明镜台,75,11064,"['2室2厅1卫', '高楼层 (共6层)', '67.79㎡', '暂无数据', '59.84㎡', '板楼', '南 东南', '混合结构', '其他', '一梯四户', '集中供暖']"
"['金水区', '东建材']",升龙凤凰城A区,188,13447,"['3室2厅2卫', '高楼层 (共30层)', '139.81㎡', '平层', '114.22㎡', '塔楼', '南 北', '钢混结构', '精装', '两梯六户', '集中供暖', '有']"
"['郑东新区', '郑州东站']",海马公园三期,265,29468,"['2室2厅1卫', '中楼层 (共28层)', '89.93㎡', '暂无数据', '板塔结合', '南', '钢混结构', '精装', '两梯四户', '集中供暖', '有']"
"['郑东新区', '郑州东站']",尚书苑,196,21363,"['2室1厅1卫', '中楼层 (共14层)', '91.75㎡', '暂无数据', '67.58㎡', '板楼', '南', '钢混结构', '精装', '两梯三户', '集中供暖', '有']"
"['二七区', '火车站']",西彩小区6号院,58,8554,"['2室1厅1卫', '中楼层 (共7层)', '67.81㎡', '平层', '62.31㎡', '板楼', '南 北', '砖混结构', '其他', '一梯四户', '自供暖']"
"['金水区', '沙口路']",飞马雅居,139,12161,"['3室1厅1卫', '中楼层 (共6层)', '114.3㎡', '平层', '104.06㎡', '板楼', '南 北', '砖混结构', '精装', '八梯两户', '自供暖', '有']"
"['管城回族区', '管南区域']",奥兰和园,235,17952,"['3室2厅2卫', '低楼层 (共27层)', '130.91㎡', '暂无数据', '板楼', '南 北', '钢混结构', '其他', '两梯四户', '集中供暖', '有']"
"['二七区', '万客来']",正商城和园5号院,125,14373,"['2室2厅1卫', '低楼层 (共34层)', '86.97㎡', '平层', '塔楼', '南 北', '钢混结构', '其他', '两梯四户', '集中供暖', '有']"
"['中原区', '常西湖']",华瑞紫韵城景园,101,12476,"['2室2厅1卫', '中楼层 (共34层)', '80.96㎡', '暂无数据', '板楼', '南', '钢混结构', '简装', '两梯六户', '集中供暖', '有']"
"['中原区', '五龙口']",领创天誉华庭,155,17483,"['3室2厅1卫', '高楼层 (共33层)', '88.66㎡', '平层', '63.92㎡', '板楼', '南 北', '钢混结构', '简装', '两梯四户', '集中供暖', '有']"
"['荥阳市', '荥阳城区']",泰成悦府,59.5,7334,"['2室2厅1卫', '低楼层 (共18层)', '81.14㎡', '平层', '板塔结合', '南', '钢混结构', '毛坯', '两梯三户', '集中供暖', '有']"
"['金水区', '东建材']",凤凰城公寓,52.5,12159,"['1室0厅1卫', '高楼层 (共4层)', '43.18㎡', '平层', '37.48㎡', '板楼', '南', '混合结构', '简装', '一梯四户', '自供暖']"
"['郑东新区', '祭城']",金鹏时代,255,24433,"['3室2厅2卫', '高楼层 (共33层)', '104.37㎡', '暂无数据', '82.75㎡', '板楼', '南', '钢混结构', '精装', '两梯三户', '集中供暖', '有']"
"['中原区', '五一公园']",盛润锦绣城,130,16864,"['2室1厅1卫', '高楼层 (共31层)', '77.09㎡', '暂无数据', '56.74㎡', '板塔结合', '南 北', '钢混结构', '其他', '两梯六户', '集中供暖', '有']"
"['郑东新区', '白沙']",雅居乐国际花园西苑,162,17028,"['3室2厅1卫', '高楼层 (共26层)', '95.14㎡', '暂无数据', '72.78㎡', '板楼', '南', '钢混结构', '精装', '两梯四户', '集中供暖', '有']"
"['管城回族区', '管南区域']",橡树玫瑰城,113,13041,"['3室2厅1卫', '高楼层 (共6层)', '86.65㎡', '暂无数据', '73.29㎡', '板楼', '东 南 北', '混合结构', '精装', '一梯两户', '自供暖']"
"['中牟县', '中牟城区']",东工都市家苑,35,5382,"['2室1厅1卫', '低楼层 (共6层)', '65.04㎡', '暂无数据', '板楼', '南 北', '混合结构', '简装', '一梯两户', '集中供暖']"
"['管城回族区', '管南区域']",绿都澜湾樟园,165,17267,"['3室2厅1卫', '高楼层 (共34层)', '95.56㎡', '平层', '板楼', '南', '钢混结构', '其他', '两梯四户', '集中供暖', '有']"
"['二七区', '二七广场']",华润悦府,200,23119,"['2室1厅1卫', '低楼层 (共54层)', '86.51㎡', '暂无数据', '板楼', '南', '钢混结构', '其他', '三梯六户', '集中供暖', '有']"
"['金水区', '沙口路']",汉飞金沙国际,70,14301,"['1室1厅1卫', '低楼层 (共35层)', '48.95㎡', '暂无数据', '37.44㎡', '板塔结合', '南', '钢混结构', '其他', '两梯七户', '自供暖', '有']"
"['金水区', '海洋馆']",中鼎花园,125,12832,"['3室2厅1卫', '中楼层 (共11层)', '97.42㎡', '暂无数据', '板楼', '南', '钢混结构', '精装', '一梯五户', '集中供暖', '有']"
"['金水区', '新北站']",花半里东区,38,9416,"['1室0厅1卫', '低楼层 (共31层)', '40.36㎡', '平层', '32.04㎡', '塔楼', '东', '钢混结构', '其他', '三梯十二户', '自供暖', '有']"
"['中原区', '五龙口']",清城美苑,123,10990,"['3室2厅1卫', '高楼层 (共6层)', '111.92㎡', '暂无数据', '99.7㎡', '板楼', '南 北', '混合结构', '精装', '一梯两户', '集中供暖']"
"['荥阳市', '荥阳城区']",新田城书香苑,130,9706,"['3室1厅2卫', '低楼层 (共12层)', '133.94㎡', '平层', '板塔结合', '东南', '钢混结构', '其他', '两梯四户', '集中供暖', '有']"
"['金水区', '花园路']",瑞园,270,23772,"['2室2厅1卫', '中楼层 (共16层)', '113.58㎡', '平层', '83.17㎡', '塔楼', '南', '钢混结构', '其他', '六梯三十五户', '集中供暖', '有']"
"['惠济区', '北大学城']",千鹿山,208,17691,"['3室2厅1卫', '低楼层 (共17层)', '117.58㎡', '暂无数据', '93.41㎡', '板塔结合', '南', '钢混结构', '毛坯', '两梯四户', '集中供暖', '有']"
"['荥阳市', '荥阳城区']",金地格林小城,70,7900,"['3室2厅1卫', '中楼层 (共34层)', '88.61㎡', '平层', '67.62㎡', '板楼', '南', '钢混结构', '精装', '一梯六户', '集中供暖']"
"['航空港区', '航空港商圈']",正弘中央公园麓林苑,100,8487,"['3室1厅2卫', '低楼层 (共26层)', '117.84㎡', '平层', '板楼', '南 北', '钢混结构', '其他', '两梯四户', '集中供暖', '有']"
"['郑东新区', '祭城']",正商书香华府,330,23898,"['3室2厅2卫', '高楼层 (共27层)', '138.09㎡', '平层', '板楼', '南 北', '钢混结构', '精装', '两梯三户', '集中供暖', '有']"
"['金水区', '绿茵广场']",正弘春晓,118,15090,"['2室1厅1卫', '高楼层 (共33层)', '78.2㎡', '暂无数据', '塔楼', '南', '钢混结构', '其他', '三梯八户', '集中供暖', '有']"
"['中原区', '五龙口']",九龙城龙腾西城,135,14847,"['3室2厅1卫', '高楼层 (共34层)', '90.93㎡', '暂无数据', '71.45㎡', '板塔结合', '南', '钢混结构', '精装', '两梯四户', '集中供暖', '有']"
"['二七区', '市财政局']",升龙城5号院,130,14513,"['3室2厅1卫', '高楼层 (共34层)', '89.58㎡', '暂无数据', '板楼', '西', '钢混结构', '其他', '三梯九户', '集中供暖', '有']"
"['荥阳市', '荥阳城区']",河阴北路031号,39,2789,"['3室1厅1卫', '高楼层 (共6层)', '139.88㎡', '平层', '暂无数据', '南', '未知结构', '简装', '一梯两户']"
"['金水区', '文博广场']",正弘·蓝堡湾Ⅱ,240,27856,"['2室2厅1卫', '高楼层 (共33层)', '86.16㎡', '暂无数据', '板塔结合', '南', '钢混结构', '精装', '两梯四户', '集中供暖', '有']"
"['金水区', '花园路']",纬三路16号院,60,9874,"['2室1厅1卫', '高楼层 (共5层)', '60.77㎡', '平层', '54.35㎡', '板楼', '南 北', '砖混结构', '其他', '一梯三户', '自供暖']"
"['金水区', '财富广场']",丰产路99号院,215,17034,"['3室2厅1卫', '高楼层 (共7层)', '126.22㎡', '平层', '119.6㎡', '板楼', '南 北', '砖混结构', '简装', '一梯两户', '集中供暖']"
"['高新区', '高新新郑大']",裕华满园,110,12478,"['3室2厅1卫', '低楼层 (共33层)', '88.16㎡', '平层', '板塔结合', '南', '钢混结构', '毛坯', '两梯五户', '集中供暖', '有']"
"['中原区', '常西湖']",须贾路16号,95,8271,"['3室2厅1卫', '高楼层 (共6层)', '114.87㎡', '暂无数据', '103.97㎡', '暂无数据', '南 北', '未知结构', '其他', '一梯两户']"
"['新郑市', '南龙湖商圈']",正商红河谷,400,16477,"['5室3厅3卫', '低楼层 (共4层)', '242.77㎡', '暂无数据', '板楼', '南', '钢混结构', '其他', '一梯六户', '自供暖']"
"['金水区', '青少年公园']",红旗路25号,60,8208,"['2室1厅1卫', '高楼层 (共5层)', '73.1㎡', '暂无数据', '66.6㎡', '暂无数据', '北 南', '未知结构', '简装', '一梯两户']"
"['中原区', '五龙口']",银榕花园,105,10164,"['3室1厅1卫', '中楼层 (共7层)', '103.31㎡', '平层', '92.79㎡', '板楼', '南 北', '钢混结构', '其他', '一梯两户', '集中供暖']"
"['二七区', '市财政局']",升龙城5号院,60,12584,"['1室1厅1卫', '低楼层 (共34层)', '47.68㎡', '平层', '板楼', '东', '钢混结构', '精装', '五梯十六户', '集中供暖', '有']"
"['金水区', '海洋馆']",假日蓝湾,170,14073,"['3室2厅2卫', '中楼层 (共6层)', '120.8㎡', '平层', '板塔结合', '南 北', '钢混结构', '其他', '三梯两户', '集中供暖', '有']"
"['管城回族区', '管南区域']",美景鸿城一期,100,16464,"['2室1厅1卫', '中楼层 (共33层)', '60.74㎡', '暂无数据', '43.7㎡', '板楼', '南', '钢混结构', '简装', '两梯七户', '自供暖', '有']"
"['中原区', '热电厂']",金质新禧园,105,13827,"['2室2厅1卫', '中楼层 (共7层)', '75.94㎡', '暂无数据', '62.22㎡', '板塔结合', '南 西', '钢混结构', '其他', '一梯七户', '集中供暖', '有']"
"['二七区', '古玩城']",鑫苑现代城,172,21950,"['2室1厅1卫', '高楼层 (共34层)', '78.36㎡', '暂无数据', '57.89㎡', '塔楼', '南', '钢混结构', '其他', '两梯四户', '集中供暖', '有']"
"['二七区', '老郑大']",康复前街55号院,55.8,8485,"['2室1厅1卫', '中楼层 (共6层)', '65.77㎡', '平层', '56.94㎡', '平房', '南 北', '框架结构', '其他', '一梯两户', '集中供暖']"
"['中原区', '中原万达']",中原名邸,55,11939,"['1室1厅1卫', '中楼层 (共29层)', '46.07㎡', '平层', '37.02㎡', '板塔结合', '北', '混合结构', '精装', '三梯十二户', '集中供暖', '有']"
"['金水区', '青少年公园']",建苑小区,118,12838,"['3室1厅1卫', '中楼层 (共6层)', '91.92㎡', '平层', '板塔结合', '南 北', '砖混结构', '精装', '一梯两户', '集中供暖']"
"['郑东新区', '白沙']",融创美盛象湖壹号,113,13968,"['2室1厅1卫', '中楼层 (共33层)', '80.9㎡', '暂无数据', '板楼', '南', '钢混结构', '毛坯', '两梯四户', '集中供暖', '有']"
"['中牟县', '中牟城区']",桃源小区,42,5997,"['2室1厅1卫', '高楼层 (共6层)', '70.04㎡', '平层', '板楼', '南 北', '混合结构', '简装', '一梯两户', '集中供暖']"
"['中原区', '五龙口']",金水世纪城,108,13813,"['2室1厅1卫', '低楼层 (共33层)', '78.19㎡', '平层', '板塔结合', '南', '钢混结构', '简装', '两梯四户', '集中供暖', '有']"
"['中原区', '热电厂']",建设西路86号院,88,12199,"['2室1厅1卫', '高楼层 (共5层)', '72.14㎡', '暂无数据', '65.25㎡', '板楼', '南 北', '混合结构', '简装', '一梯三户', '自供暖', '有']"
"['郑东新区', '白沙']",郑地美景东望,105,11697,"['3室2厅1卫', '低楼层 (共26层)', '89.77㎡', '暂无数据', '66.31㎡', '板塔结合', '南', '未知结构', '其他', '两梯四户', '集中供暖', '有']"
"['二七区', '万客来']",泰宏建业国际城,130,14555,"['3室1厅1卫', '高楼层 (共29层)', '89.32㎡', '平层', '板塔结合', '南', '钢混结构', '精装', '两梯四户', '集中供暖', '有']"
"['惠济区', '北大学城']",天地湾禧苑,980,33795,"['12室2厅7卫', '低楼层 (共2层)', '289.99㎡', '南 北', '钢混结构', '毛坯', '联排', '集中供暖']"
"['荥阳市', '荥阳城区']",阳光苑,55,5329,"['2室2厅1卫', '高楼层 (共6层)', '103.22㎡', '暂无数据', '96.92㎡', '板楼', '南 北', '砖混结构', '精装', '一梯两户', '集中供暖']"
